Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,5.000000 ,15.000000 ,27.500000 ,50.000000 ,102.500000 ,200.000000 ,380.000000 ,750.000000  
16/10/2010 12:00,734427.500000,0.000000,0,1,11,0.194900,0.196900,0.199454,0.204208,0.183112,0.203967,0.048662,0.086850 
16/10/2010 13:00,734427.541667,0.041667,1,1,11,0.520000,0.520000,0.520000,0.316469,0.183173,0.203915,0.254273,0.393710 
16/10/2010 14:00,734427.583333,0.083333,1,1,11,0.520000,0.520000,0.520000,0.520000,0.230066,0.203912,0.254244,0.393709 
16/10/2010 15:00,734427.625000,0.125000,1,1,11,0.520000,0.520000,0.520000,0.520000,0.322368,0.204566,0.254231,0.393709 
16/10/2010 16:00,734427.666667,0.166667,1,1,11,0.520000,0.520000,0.520000,0.520000,0.401801,0.208775,0.254230,0.393708 
16/10/2010 17:00,734427.708333,0.208333,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.231615,0.254239,0.393707 
16/10/2010 18:00,734427.750000,0.250000,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.262392,0.254284,0.393707 
16/10/2010 19:00,734427.791667,0.291667,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.290846,0.254399,0.393706 
16/10/2010 20:00,734427.833333,0.333333,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.317541,0.254637,0.393706 
16/10/2010 21:00,734427.875000,0.375000,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.342715,0.255070,0.393706 
16/10/2010 22:00,734427.916667,0.416667,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.366390,0.255803,0.393706 
16/10/2010 23:00,734427.958333,0.458333,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.388362,0.256985,0.393707 
17/10/2010 00:00,734428.000000,0.500000,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.408156,0.258841,0.393708 
17/10/2010 01:00,734428.041667,0.541667,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.424772,0.261769,0.393709 
17/10/2010 02:00,734428.083333,0.583333,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.430000,0.268065,0.393712 
17/10/2010 03:00,734428.125000,0.625000,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.430000,0.275890,0.393717 
17/10/2010 04:00,734428.166667,0.666667,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.430000,0.283606,0.393725 
17/10/2010 05:00,734428.208333,0.708333,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.430000,0.291204,0.393737 
17/10/2010 06:00,734428.250000,0.750000,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.430000,0.298677,0.393754 
17/10/2010 07:00,734428.291667,0.791667,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.430000,0.306017,0.393776 
17/10/2010 08:00,734428.333333,0.833333,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.430000,0.313231,0.393805 
17/10/2010 09:00,734428.375000,0.875000,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.430000,0.320331,0.393841 
17/10/2010 10:00,734428.416667,0.916667,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.430000,0.327326,0.393885 
17/10/2010 11:00,734428.458333,0.958333,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.430000,0.334213,0.393939 
17/10/2010 12:00,734428.500000,1.000000,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.430000,0.340976,0.394003 
17/10/2010 13:00,734428.541667,1.041667,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.430000,0.347591,0.394081 
17/10/2010 14:00,734428.583333,1.083333,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.430000,0.354050,0.394172 
17/10/2010 15:00,734428.625000,1.125000,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.430000,0.360352,0.394280 
17/10/2010 16:00,734428.666667,1.166667,1,1,11,0.520000,0.520000,0.520000,0.520000,0.430000,0.430000,0.366603,0.394405 
