Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,5.000000 ,15.000000 ,27.500000 ,50.000000 ,102.500000 ,200.000000 ,380.000000 ,750.000000  
16/10/2010 12:00,734427.500000,0.000000,0,1,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
16/10/2010 13:00,734427.541667,0.041667,1,1,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
16/10/2010 14:00,734427.583333,0.083333,1,1,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
16/10/2010 15:00,734427.625000,0.125000,1,1,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
16/10/2010 16:00,734427.666667,0.166667,1,1,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
16/10/2010 17:00,734427.708333,0.208333,1,1,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
16/10/2010 18:00,734427.750000,0.250000,1,1,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
16/10/2010 19:00,734427.791667,0.291667,1,1,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
16/10/2010 20:00,734427.833333,0.333333,1,1,6,0.012157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
16/10/2010 21:00,734427.875000,0.375000,1,1,6,0.032655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
16/10/2010 22:00,734427.916667,0.416667,1,1,6,0.058548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
16/10/2010 23:00,734427.958333,0.458333,1,1,6,0.088374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 00:00,734428.000000,0.500000,1,1,6,0.121741,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 01:00,734428.041667,0.541667,1,1,6,0.158306,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 02:00,734428.083333,0.583333,1,1,6,0.195570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 03:00,734428.125000,0.625000,1,1,6,0.227734,0.001915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 04:00,734428.166667,0.666667,1,1,6,0.244130,0.020640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 05:00,734428.208333,0.708333,1,1,6,0.249815,0.050208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 06:00,734428.250000,0.750000,1,1,6,0.250850,0.083724,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 07:00,734428.291667,0.791667,1,1,6,0.250920,0.116395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 08:00,734428.333333,0.833333,1,1,6,0.250897,0.141730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 09:00,734428.375000,0.875000,1,1,6,0.250536,0.154590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 10:00,734428.416667,0.916667,1,1,6,0.250213,0.162783,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 11:00,734428.458333,0.958333,1,1,6,0.249932,0.168106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 12:00,734428.500000,1.000000,1,1,6,0.249137,0.168728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 13:00,734428.541667,1.041667,1,1,6,0.249197,0.169314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 14:00,734428.583333,1.083333,1,1,6,0.250143,0.177328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 15:00,734428.625000,1.125000,1,1,6,0.250521,0.188926,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 16:00,734428.666667,1.166667,1,1,6,0.250891,0.203956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 17:00,734428.708333,1.208333,1,1,6,0.251129,0.217384,0.003920,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 18:00,734428.750000,1.250000,1,1,6,0.251223,0.226614,0.015417,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 19:00,734428.791667,1.291667,1,1,6,0.251250,0.231454,0.031203,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 20:00,734428.833333,1.333333,1,1,6,0.251264,0.233378,0.049485,0.000000,0.000000,0.000000,0.000000,0.000000 
17/10/2010 21:00,734428.875000,1.375000,1,1,6,0.251273,0.233873,0.069167,0.000000,0.000000,0.000000,0.000000,0.000000 
